,sample_rate,species_id,waveform
236,48000.0,4.0,"[ 9.15527344e-05  1.50756836e-02  2.91442871e-02 ... -3.05786133e-02
 -3.35693359e-02 -2.36206055e-02]"
237,48000.0,16.0,"[ 0.00897217  0.01226807  0.04226685 ... -0.01052856  0.02755737
  0.06915283]"
238,48000.0,15.0,"[-0.00360107 -0.00704956 -0.00521851 ... -0.00097656 -0.006073
  0.00256348]"
239,48000.0,9.0,"[-0.01412964 -0.01409912 -0.01260376 ... -0.00964355 -0.01074219
 -0.01977539]"
240,48000.0,15.0,"[-0.00515747 -0.00439453 -0.00204468 ...  0.00582886 -0.00079346
 -0.00588989]"
241,48000.0,15.0,"[-0.00415039 -0.01779175 -0.01895142 ... -0.0010376   0.00372314
  0.00564575]"
242,48000.0,1.0,"[-0.00164795 -0.01913452 -0.0128479  ... -0.00091553  0.02096558
  0.02633667]"
243,48000.0,21.0,"[-0.01742554 -0.0067749  -0.00488281 ... -0.03598022 -0.02371216
 -0.01351929]"
244,48000.0,15.0,"[-0.00045776 -0.00805664 -0.00354004 ... -0.00390625  0.00424194
 -0.00164795]"
245,48000.0,14.0,"[ 0.00888062  0.00500488  0.00650024 ... -0.04281616 -0.05883789
 -0.05526733]"
246,48000.0,19.0,"[-0.01885986 -0.02374268 -0.02288818 ... -0.00970459 -0.00189209
 -0.00808716]"
247,48000.0,13.0,"[-0.01184082 -0.02688599 -0.03567505 ... -0.03747559 -0.04180908
 -0.04345703]"
248,48000.0,0.0,"[-0.00299072 -0.00137329 -0.00372314 ...  0.00299072  0.00527954
  0.01187134]"
249,48000.0,20.0,"[-9.15527344e-05 -1.22070312e-04 -5.18798828e-04 ... -2.47192383e-03
 -1.58691406e-03 -1.80053711e-03]"
250,48000.0,3.0,"[-0.00924683  0.0227356   0.0184021  ... -0.01470947  0.01339722
  0.0088501 ]"
251,48000.0,6.0,[0.01028442 0.0088501  0.00973511 ... 0.01403809 0.01293945 0.01150513]
252,48000.0,11.0,"[ 0.00030518 -0.00454712 -0.00231934 ... -0.00045776  0.00109863
 -0.00195312]"
253,48000.0,16.0,"[-1.00708008e-03 -1.22070312e-03  1.61743164e-03 ... -3.93676758e-03
  9.15527344e-05  1.43432617e-03]"
254,48000.0,16.0,"[-0.00213623 -0.0045166   0.00540161 ...  0.00244141 -0.00488281
 -0.00177002]"
255,48000.0,15.0,"[ 0.00384521 -0.00436401 -0.00311279 ...  0.00564575  0.01812744
  0.02682495]"
256,48000.0,23.0,"[-0.00170898 -0.00167847 -0.00378418 ...  0.00201416  0.00595093
  0.00540161]"
257,48000.0,5.0,"[-0.00338745 -0.00436401 -0.00805664 ...  0.00024414 -0.00354004
  0.00048828]"
258,48000.0,10.0,[0.00814819 0.00045776 0.00811768 ... 0.0027771  0.00360107 0.00082397]
259,48000.0,0.0,"[-0.01159668 -0.00402832  0.0050354  ... -0.02676392 -0.00805664
  0.02233887]"
260,48000.0,9.0,"[ 0.00335693  0.00808716 -0.00021362 ...  0.00344849 -0.00695801
 -0.01342773]"
261,48000.0,22.0,"[-1.23901367e-02 -1.49841309e-02 -1.27868652e-02 ...  5.49316406e-03
  3.05175781e-05 -1.03759766e-03]"
262,48000.0,21.0,"[-0.05062866 -0.06628418 -0.07632446 ... -0.0916748  -0.10992432
 -0.10269165]"
263,48000.0,13.0,"[ 0.0241394   0.02612305  0.0274353  ... -0.00357056 -0.0017395
  0.00024414]"
264,48000.0,21.0,"[ 0.02490234  0.00350952 -0.00946045 ... -0.01586914  0.00619507
  0.02322388]"
265,48000.0,23.0,"[ 0.0022583  -0.00222778  0.00466919 ...  0.00402832  0.00479126
  0.00186157]"
266,48000.0,18.0,"[ 6.56127930e-03 -3.05175781e-05 -5.67626953e-03 ... -1.29394531e-02
 -2.16369629e-02 -1.97143555e-02]"
267,48000.0,6.0,"[-0.0015564  -0.00216675  0.0015564  ...  0.00524902 -0.00164795
  0.00332642]"
268,48000.0,22.0,[0.02737427 0.02639771 0.02023315 ... 0.01641846 0.01394653 0.01138306]
269,48000.0,13.0,"[-0.01940918 -0.0138855  -0.0027771  ... -0.00158691  0.02322388
  0.02099609]"
270,48000.0,5.0,"[ 0.00039673  0.00088501 -0.00424194 ...  0.00576782  0.0065918
  0.00741577]"
271,48000.0,15.0,"[ 0.00332642  0.00415039  0.00292969 ... -0.01382446 -0.00857544
 -0.00997925]"
272,48000.0,16.0,"[-0.00143433 -0.00747681  0.00152588 ... -0.00482178 -0.00509644
  0.00231934]"
273,48000.0,3.0,"[ 0.00402832  0.0062561  -0.00100708 ...  0.00097656  0.00131226
 -0.00140381]"
274,48000.0,0.0,"[ 0.01217651  0.01187134 -0.00564575 ... -0.00537109 -0.00778198
 -0.00653076]"
275,48000.0,11.0,"[ 0.00448608  0.00305176  0.00283813 ... -0.00054932  0.00137329
  0.00128174]"
276,48000.0,18.0,"[ 0.00024414 -0.00299072 -0.00717163 ... -0.00637817 -0.00570679
 -0.00909424]"
277,48000.0,11.0,"[-0.00186157  0.00177002  0.00253296 ... -0.01184082 -0.0168457
 -0.01449585]"
278,48000.0,23.0,"[-0.00424194 -0.00714111  0.00048828 ...  0.00152588 -0.00125122
  0.00195312]"
279,48000.0,10.0,"[ 0.00274658  0.00085449  0.00778198 ...  0.00476074  0.0027771
 -0.00405884]"
280,48000.0,9.0,"[-0.00109863 -0.00454712 -0.00720215 ...  0.00231934  0.00375366
 -0.00054932]"
281,48000.0,11.0,[0.01812744 0.01303101 0.01306152 ... 0.00906372 0.00595093 0.00567627]
282,48000.0,4.0,"[-0.09262085 -0.08126831 -0.05712891 ...  0.02075195  0.03033447
  0.04968262]"
283,48000.0,4.0,"[-0.02249146 -0.01565552 -0.00570679 ... -0.03753662 -0.03494263
 -0.03140259]"
284,48000.0,10.0,"[-0.00997925 -0.00494385  0.00863647 ...  0.00357056 -0.00149536
  0.01043701]"
285,48000.0,2.0,"[-0.00137329 -0.00094604 -0.00268555 ...  0.00021362 -0.00128174
 -0.00842285]"
286,48000.0,18.0,"[-0.0440979  -0.02972412 -0.00961304 ... -0.01727295 -0.0112915
  0.00549316]"
287,48000.0,5.0,[0.00100708 0.00756836 0.01843262 ... 0.06152344 0.05453491 0.03509521]
288,48000.0,5.0,[0.01303101 0.01062012 0.0144043  ... 0.0043335  0.01046753 0.01138306]
289,48000.0,9.0,"[ 0.00082397  0.00067139 -0.00369263 ... -0.00518799 -0.00204468
  0.00286865]"
290,48000.0,11.0,"[-0.00048828  0.00195312  0.00137329 ... -0.00167847 -0.00411987
  0.        ]"
291,48000.0,8.0,"[-0.01629639 -0.02954102 -0.04003906 ... -0.03793335 -0.02246094
 -0.00946045]"
292,48000.0,13.0,[0.01959229 0.02798462 0.02267456 ... 0.04208374 0.0491333  0.04037476]
293,48000.0,17.0,"[-0.01211548 -0.00747681 -0.00534058 ...  0.00848389  0.0116272
  0.00622559]"
294,48000.0,17.0,"[-0.00335693 -0.00518799 -0.00668335 ... -0.0168457   0.00415039
  0.01550293]"
295,48000.0,17.0,"[ 0.01599121  0.01422119  0.01486206 ... -0.00982666 -0.00793457
 -0.00881958]"
296,48000.0,21.0,"[ 0.04647827  0.01702881 -0.03295898 ... -0.01812744 -0.01525879
 -0.00640869]"
297,48000.0,22.0,"[ 0.00024414  0.00299072 -0.00424194 ...  0.00732422 -0.00567627
 -0.00872803]"
298,48000.0,21.0,"[ 0.0017395  -0.00390625 -0.00616455 ... -0.01010132 -0.00598145
 -0.01202393]"
299,48000.0,21.0,"[ 0.01461792 -0.01132202 -0.01855469 ... -0.14352417 -0.15350342
 -0.12194824]"
300,48000.0,15.0,"[-0.00250244  0.00149536 -0.00720215 ... -0.01507568 -0.00387573
 -0.00518799]"
301,48000.0,10.0,"[ 0.00094604 -0.00195312  0.00024414 ... -0.00039673  0.00283813
  0.00350952]"
302,48000.0,10.0,"[-0.00610352  0.00027466 -0.00588989 ... -0.00134277 -0.00183105
 -0.00653076]"
303,48000.0,12.0,[0.06524658 0.14144897 0.17337036 ... 0.22677612 0.25894165 0.2277832 ]
304,48000.0,23.0,[0.01504517 0.01379395 0.01577759 ... 0.00704956 0.01177979 0.01196289]
305,48000.0,10.0,"[ 0.00799561  0.00778198  0.01159668 ... -0.00567627 -0.00491333
 -0.00665283]"
306,48000.0,22.0,"[-0.00378418 -0.00198364  0.00256348 ... -0.01098633 -0.00918579
 -0.01394653]"
307,48000.0,17.0,"[-0.01638794  0.00512695  0.00415039 ...  0.02459717  0.01846313
  0.02224731]"
308,48000.0,15.0,"[ 0.00186157 -0.00149536 -0.00723267 ... -0.00405884 -0.00665283
 -0.00164795]"
309,48000.0,17.0,"[-0.00827026 -0.00131226  0.00598145 ...  0.00308228  0.00354004
  0.00643921]"
310,48000.0,17.0,"[-0.00253296  0.00146484 -0.00363159 ...  0.00192261  0.00189209
 -0.00228882]"
311,48000.0,19.0,"[ 0.11917114  0.00717163 -0.10391235 ... -0.0005188  -0.00195312
 -0.00570679]"
312,48000.0,17.0,"[ 0.00076294 -0.00408936  0.00674438 ... -0.00311279 -0.00100708
 -0.00067139]"
313,48000.0,20.0,"[-0.0007019   0.00054932  0.0017395  ... -0.00054932 -0.00146484
 -0.00238037]"
314,48000.0,23.0,"[ 0.04000854  0.01367188  0.03964233 ...  0.04632568 -0.04425049
 -0.04852295]"
315,48000.0,7.0,"[ 0.00448608  0.00653076  0.00384521 ... -0.00228882 -0.00195312
 -0.00894165]"
316,48000.0,2.0,"[-0.05084229 -0.03189087 -0.01376343 ... -0.05004883 -0.03463745
 -0.02481079]"
317,48000.0,2.0,"[ 0.02828979  0.02990723  0.02471924 ... -0.12573242 -0.10653687
 -0.08932495]"
318,48000.0,13.0,"[ 2.13623047e-04  3.69262695e-03  6.10351562e-05 ... -1.20544434e-02
 -1.08337402e-02 -1.12915039e-02]"
319,48000.0,16.0,"[ 0.02334595  0.00241089 -0.00024414 ... -0.04049683  0.05749512
 -0.02514648]"
320,48000.0,11.0,"[ 0.00143433  0.00170898  0.00033569 ... -0.00170898  0.00219727
  0.00076294]"
321,48000.0,21.0,"[ 0.09155273  0.00195312 -0.1022644  ...  0.04275513  0.06942749
  0.11532593]"
322,48000.0,5.0,"[-0.02728271 -0.03353882 -0.0484314  ...  0.08258057  0.09112549
  0.07437134]"
323,48000.0,14.0,[0.01171875 0.00634766 0.01904297 ... 0.01586914 0.03775024 0.05291748]
324,48000.0,18.0,[0.00918579 0.01889038 0.01882935 ... 0.01257324 0.01394653 0.00839233]
325,48000.0,14.0,"[-0.00115967 -0.01559448  0.0022583  ...  0.00228882 -0.00604248
  0.01608276]"
326,48000.0,13.0,"[ 0.02539062  0.00662231 -0.01174927 ... -0.05554199 -0.06958008
 -0.0796814 ]"
327,48000.0,7.0,"[ 0.01583862  0.01306152  0.01351929 ... -0.00473022 -0.00292969
 -0.00357056]"
328,48000.0,18.0,"[ 0.08441162  0.08587646  0.08035278 ... -0.04840088 -0.0552063
 -0.05697632]"
329,48000.0,15.0,"[-0.00283813 -0.00415039 -0.00210571 ... -0.00100708  0.00466919
  0.00143433]"
330,48000.0,2.0,"[ 0.22061157  0.21783447  0.22076416 ...  0.00201416 -0.00082397
 -0.0017395 ]"
331,48000.0,16.0,"[ 0.03482056  0.0032959  -0.01235962 ...  0.0222168   0.07821655
  0.03457642]"
332,48000.0,0.0,"[ 0.09011841  0.09506226  0.08773804 ...  0.03625488 -0.01080322
 -0.05322266]"
333,48000.0,12.0,"[-0.03997803 -0.03475952 -0.02175903 ...  0.02539062  0.03085327
  0.0289917 ]"
334,48000.0,12.0,"[-0.02639771 -0.03018188 -0.02545166 ...  0.01068115  0.00146484
 -0.00930786]"
335,48000.0,8.0,"[ 0.2364502   0.19869995  0.14157104 ... -0.02685547 -0.02166748
 -0.00033569]"
336,48000.0,0.0,"[-0.0333252  -0.04644775 -0.05187988 ...  0.13931274  0.11724854
  0.08056641]"
337,48000.0,14.0,"[-0.03030396  0.00616455  0.02398682 ... -0.02392578  0.00213623
 -0.01852417]"
338,48000.0,23.0,"[ 0.00299072  0.00180054  0.00518799 ...  0.0017395  -0.00216675
 -0.0022583 ]"
339,48000.0,23.0,"[-3.78417969e-03 -1.06811523e-03 -2.68554688e-03 ... -2.25830078e-03
 -9.15527344e-05 -2.44140625e-04]"
340,48000.0,11.0,[0.00552368 0.00390625 0.00897217 ... 0.00695801 0.00674438 0.00778198]
341,48000.0,14.0,"[ 0.01419067  0.01324463 -0.03701782 ...  0.01757812  0.00930786
 -0.02731323]"
342,48000.0,12.0,"[ 0.00592041  0.00592041  0.00393677 ... -0.00170898 -0.00228882
  0.00015259]"
343,48000.0,11.0,"[-0.00463867 -0.00454712 -0.00079346 ...  0.00018311  0.00146484
 -0.00143433]"
344,48000.0,11.0,"[-0.01184082 -0.00500488 -0.00888062 ... -0.00393677 -0.0007019
 -0.00363159]"
345,48000.0,6.0,"[ 0.00390625 -0.00213623  0.00189209 ...  0.00024414  0.00512695
  0.0017395 ]"
346,48000.0,4.0,"[ 0.04827881  0.05407715  0.05984497 ...  0.0239563   0.00613403
 -0.01651001]"
347,48000.0,14.0,"[ 0.01391602 -0.01437378 -0.02716064 ...  0.02365112  0.02597046
  0.02923584]"
348,48000.0,21.0,[0.00497437 0.01345825 0.01931763 ... 0.01916504 0.01480103 0.02362061]
349,48000.0,3.0,"[-0.00015259  0.01174927 -0.00030518 ...  0.00476074  0.00378418
  0.00256348]"
350,48000.0,22.0,"[ 0.01867676  0.00292969 -0.00286865 ...  0.00799561  0.01675415
  0.03106689]"
351,48000.0,1.0,"[-0.00137329  0.0112915   0.01660156 ...  0.00421143  0.00320435
 -0.0038147 ]"
352,48000.0,23.0,"[-0.00021362 -0.00283813 -0.00244141 ... -0.04855347 -0.04440308
 -0.0508728 ]"
353,48000.0,20.0,"[-0.00143433 -0.00823975 -0.00427246 ... -0.01071167 -0.01321411
 -0.00598145]"
354,48000.0,20.0,"[ 0.01699829  0.01098633  0.00585938 ...  0.00994873 -0.00177002
  0.01223755]"
355,48000.0,16.0,"[ 0.04656982  0.02307129  0.01574707 ... -0.00726318  0.01052856
 -0.01101685]"
356,48000.0,5.0,"[-0.00045776 -0.00286865 -0.00668335 ...  0.02105713  0.0057373
 -0.01467896]"
357,48000.0,9.0,"[ 0.00466919  0.00305176  0.00259399 ... -0.00228882 -0.00631714
 -0.00137329]"
358,48000.0,17.0,"[-0.00286865 -0.00769043 -0.00341797 ... -0.00033569 -0.00436401
 -0.00076294]"
359,48000.0,10.0,"[-0.00704956 -0.00588989 -0.00131226 ...  0.00280762  0.00466919
  0.00189209]"
360,48000.0,0.0,"[ 0.00405884  0.00335693 -0.00012207 ...  0.0015564   0.00180054
  0.00149536]"
361,48000.0,4.0,"[-0.05807495 -0.06933594 -0.05123901 ...  0.01608276  0.02279663
  0.02868652]"
362,48000.0,20.0,"[ 0.01028442  0.0173645   0.02172852 ...  0.00183105 -0.00271606
 -0.00335693]"
363,48000.0,7.0,"[-0.0279541  -0.02664185 -0.01409912 ...  0.03765869  0.03872681
  0.04821777]"
364,48000.0,6.0,"[-0.00039673 -0.00213623 -0.00271606 ... -0.00415039  0.00253296
  0.00112915]"
365,48000.0,18.0,"[-8.85009766e-03 -8.91113281e-03 -1.09252930e-02 ... -4.15039062e-03
 -9.15527344e-05 -2.99072266e-03]"
366,48000.0,23.0,"[-0.00463867  0.00241089 -0.00271606 ... -0.00369263 -0.00082397
 -0.00735474]"
367,48000.0,5.0,"[-0.00201416 -0.00531006 -0.00134277 ... -0.0005188  -0.00463867
 -0.00067139]"
368,48000.0,7.0,"[ 0.00982666  0.00741577  0.00637817 ... -0.00628662 -0.00668335
 -0.00967407]"
369,48000.0,12.0,"[-0.01190186 -0.02474976 -0.03234863 ... -0.0319519  -0.0289917
 -0.02774048]"
370,48000.0,12.0,[0.01147461 0.01226807 0.00915527 ... 0.03805542 0.03894043 0.03717041]
371,48000.0,17.0,"[ 3.96728516e-04 -9.15527344e-05  3.90625000e-03 ...  6.34765625e-03
 -2.31933594e-03  1.19018555e-03]"
372,48000.0,1.0,"[ 0.05612183  0.06951904  0.04623413 ... -0.01846313 -0.04074097
 -0.03005981]"
373,48000.0,6.0,"[ 0.00421143 -0.00030518 -0.00350952 ...  0.00427246 -0.00149536
 -0.00039673]"
374,48000.0,7.0,"[-0.00198364 -0.00286865  0.00460815 ... -0.00201416 -0.00180054
 -0.00283813]"
375,48000.0,16.0,"[-0.03240967 -0.02737427 -0.04309082 ... -0.00354004 -0.00515747
 -0.00289917]"
376,48000.0,4.0,"[ 0.04284668  0.05352783  0.05865479 ... -0.13500977 -0.24780273
 -0.33996582]"
377,48000.0,0.0,"[ 0.0043335  -0.01394653 -0.03155518 ... -0.1685791  -0.12374878
 -0.05706787]"
378,48000.0,23.0,"[-0.00164795 -0.00158691 -0.00372314 ... -0.00045776 -0.00430298
 -0.00076294]"
379,48000.0,11.0,"[-0.00164795 -0.00231934  0.00054932 ...  0.02331543  0.01559448
  0.01797485]"
380,48000.0,10.0,"[ 0.00540161  0.00094604  0.00247192 ... -0.00302124 -0.00259399
 -0.00039673]"
381,48000.0,13.0,"[-0.00952148 -0.01077271  0.00354004 ... -0.10943604 -0.10070801
 -0.07589722]"
382,48000.0,6.0,"[-0.00283813 -0.00177002 -0.00808716 ... -0.00378418 -0.00534058
  0.00360107]"
383,48000.0,19.0,"[-0.00372314 -0.00177002 -0.0020752  ...  0.01287842  0.00527954
  0.00759888]"
384,48000.0,0.0,"[ 0.01974487  0.0333252   0.04135132 ...  0.00717163  0.00405884
 -0.00274658]"
385,48000.0,0.0,"[-0.01272583 -0.01470947 -0.00735474 ... -0.00805664 -0.00320435
  0.00436401]"
386,48000.0,10.0,"[ 0.00054932 -0.00332642  0.00378418 ... -0.00244141  0.00094604
  0.00085449]"
387,48000.0,12.0,"[ 0.11599731  0.07583618  0.02575684 ...  0.00146484 -0.00036621
 -0.0022583 ]"
388,48000.0,7.0,"[-0.0038147   0.00195312 -0.00012207 ... -0.02523804 -0.02227783
 -0.01855469]"
389,48000.0,23.0,"[-0.00375366 -0.00213623  0.00576782 ...  0.00100708 -0.00421143
 -0.00222778]"
390,48000.0,3.0,[0.00744629 0.01016235 0.02044678 ... 0.01168823 0.0128479  0.01745605]
391,48000.0,16.0,"[ 0.00143433 -0.00177002  0.00064087 ... -0.00390625 -0.00170898
 -0.00067139]"
392,48000.0,13.0,"[ 0.02050781  0.00137329 -0.02828979 ... -0.00921631  0.00335693
 -0.00616455]"
393,48000.0,18.0,"[ 0.00982666  0.00848389 -0.00057983 ... -0.00549316 -0.00045776
 -0.00100708]"
394,48000.0,3.0,"[ 0.01531982  0.01211548 -0.00796509 ...  0.02752686  0.03967285
  0.03112793]"
395,48000.0,19.0,"[ 0.00637817 -0.00149536  0.01919556 ...  0.00875854 -0.00973511
 -0.00115967]"
396,48000.0,19.0,"[-0.0015564  -0.00048828  0.01577759 ... -0.01141357  0.00402832
 -0.00671387]"
397,48000.0,8.0,"[-0.00930786 -0.03604126 -0.0489502  ...  0.01538086  0.0362854
  0.03305054]"
398,48000.0,8.0,[0.0838623  0.05978394 0.04129028 ... 0.02609253 0.15106201 0.17114258]
399,48000.0,3.0,"[-0.02459717 -0.01348877 -0.0128479  ... -0.00158691 -0.01119995
 -0.02844238]"
400,48000.0,18.0,"[ 0.00732422  0.00561523  0.00115967 ... -0.01092529 -0.01400757
 -0.0112915 ]"
401,48000.0,22.0,"[-0.00259399 -0.00402832  0.00112915 ...  0.00839233  0.01577759
  0.01470947]"
402,48000.0,23.0,"[-0.04098511 -0.06799316 -0.04745483 ... -0.01867676 -0.02902222
 -0.02380371]"
403,48000.0,11.0,"[ 0.00949097 -0.00039673  0.01184082 ... -0.00857544  0.00134277
  0.00408936]"
404,48000.0,16.0,"[-0.00204468 -0.00305176 -0.0065918  ...  0.00827026  0.01300049
  0.00448608]"
405,48000.0,14.0,[0.02636719 0.04977417 0.11029053 ... 0.03683472 0.04766846 0.02685547]
406,48000.0,21.0,[0.00250244 0.00500488 0.01092529 ... 0.15872192 0.15020752 0.15359497]
407,48000.0,7.0,"[ 0.00134277 -0.00570679 -0.00952148 ... -0.00479126 -0.00201416
 -0.00588989]"
408,48000.0,23.0,"[ 0.02508545  0.01855469 -0.00164795 ...  0.00506592  0.00546265
 -0.00241089]"
409,48000.0,23.0,"[ 0.00552368  0.00997925  0.01638794 ... -0.00216675  0.00750732
  0.00527954]"
410,48000.0,23.0,"[ 0.0067749   0.00924683  0.01184082 ... -0.00076294 -0.00018311
 -0.0007019 ]"
411,48000.0,11.0,"[-0.00128174 -0.00189209 -0.00460815 ... -0.00314331 -0.00177002
 -0.00149536]"
412,48000.0,19.0,"[ 0.00793457  0.0071106   0.0093689  ... -0.00076294  0.00039673
  0.00106812]"
413,48000.0,0.0,"[ 0.00112915  0.00970459  0.01721191 ... -0.04299927 -0.02865601
 -0.00262451]"
414,48000.0,14.0,"[ 0.02056885  0.01733398  0.01455688 ...  0.01968384 -0.00045776
 -0.01623535]"
415,48000.0,7.0,"[ 0.00341797 -0.01034546 -0.01895142 ...  0.02163696  0.01754761
  0.01898193]"
416,48000.0,21.0,"[ 0.00061035  0.00222778  0.00198364 ...  0.00280762 -0.00454712
 -0.01150513]"
417,48000.0,23.0,"[-0.00344849  0.00515747 -0.00140381 ...  0.00247192 -0.00192261
  0.00283813]"
418,48000.0,7.0,"[ 0.00140381 -0.00146484 -0.00033569 ...  0.00222778  0.00198364
  0.00231934]"
419,48000.0,18.0,"[-0.01174927 -0.01177979 -0.01556396 ...  0.02081299  0.01647949
  0.01882935]"
420,48000.0,8.0,[0.03509521 0.04641724 0.06399536 ... 0.04412842 0.0397644  0.02026367]
421,48000.0,1.0,[0.07550049 0.04415894 0.01174927 ... 0.03552246 0.02905273 0.01748657]
422,48000.0,12.0,"[ 3.05175781e-05 -3.05175781e-05 -3.32641602e-03 ... -4.45556641e-03
 -1.61743164e-03  1.46484375e-03]"
423,48000.0,11.0,"[-0.01348877 -0.01455688 -0.01315308 ... -0.0007019   0.
  0.00283813]"
424,48000.0,0.0,"[-0.00030518 -0.00033569 -0.00549316 ...  0.00265503  0.00772095
  0.00448608]"
425,48000.0,7.0,"[-1.43432617e-03 -3.05175781e-05 -2.86865234e-03 ... -2.01416016e-03
 -9.15527344e-04  1.86157227e-03]"
426,48000.0,23.0,"[ 0.00509644  0.00628662 -0.00250244 ...  0.00494385  0.00057983
  0.00115967]"
427,48000.0,0.0,"[-0.00796509  0.00338745  0.01916504 ... -0.00997925  0.00479126
  0.01623535]"
428,48000.0,16.0,"[ 0.04788208 -0.01086426 -0.01739502 ...  0.02069092  0.01287842
 -0.0145874 ]"
429,48000.0,3.0,"[ 0.00299072  0.00250244  0.00299072 ...  0.00045776 -0.00320435
 -0.00650024]"
430,48000.0,8.0,[0.02072144 0.01522827 0.01800537 ... 0.02258301 0.00585938 0.01052856]
431,48000.0,7.0,"[-0.00845337 -0.00674438 -0.00115967 ...  0.0100708   0.00460815
  0.00335693]"
432,48000.0,1.0,"[-0.01693726  0.01208496 -0.04156494 ... -0.02355957 -0.01049805
 -0.01153564]"
433,48000.0,3.0,"[ 0.0328064   0.01339722 -0.01370239 ... -0.00134277 -0.00149536
 -0.00021362]"
434,48000.0,21.0,"[-0.03076172 -0.00942993  0.01290894 ... -0.02539062 -0.03186035
 -0.03204346]"
435,48000.0,5.0,"[-0.01202393 -0.00939941 -0.0098877  ...  0.01953125  0.01306152
 -0.00039673]"
436,48000.0,5.0,"[ 0.00369263 -0.00491333  0.00186157 ... -0.00137329  0.0038147
  0.00054932]"
437,48000.0,9.0,"[-0.00042725 -0.00372314  0.00405884 ...  0.00326538  0.00549316
  0.00469971]"
438,48000.0,1.0,[0.01928711 0.03326416 0.04833984 ... 0.19470215 0.12866211 0.06494141]
439,48000.0,15.0,"[ 0.00967407 -0.00332642 -0.00164795 ... -0.0133667  -0.01565552
 -0.00970459]"
440,48000.0,23.0,"[-0.02978516 -0.03030396 -0.03390503 ... -0.04122925 -0.050354
 -0.04284668]"
441,48000.0,23.0,"[-0.0970459  -0.09124756 -0.07250977 ...  0.00445557 -0.00161743
 -0.00866699]"
442,48000.0,16.0,"[-0.00497437  0.00250244  0.02175903 ...  0.00253296 -0.00317383
  0.00167847]"
443,48000.0,5.0,"[ 1.22375488e-02  9.33837891e-03  9.58251953e-03 ... -9.15527344e-05
  4.02832031e-03 -6.25610352e-03]"
444,48000.0,20.0,"[ 0.01748657  0.01831055  0.02145386 ... -0.00698853 -0.01351929
 -0.00933838]"
445,48000.0,10.0,"[-0.00100708  0.00061035 -0.00283813 ... -0.00473022 -0.00314331
 -0.00228882]"
446,48000.0,17.0,"[-0.01589966  0.01635742  0.0163269  ...  0.00033569  0.00183105
 -0.00198364]"
447,48000.0,17.0,"[ 0.0055542   0.0057373   0.00491333 ... -0.00024414 -0.00363159
 -0.00430298]"
448,48000.0,18.0,[0.01617432 0.01107788 0.00909424 ... 0.02874756 0.01766968 0.01187134]
449,48000.0,6.0,"[-0.00445557 -0.00332642 -0.00775146 ... -0.00424194  0.0012207
  0.00320435]"
450,48000.0,17.0,"[ 1.03454590e-02 -1.07421875e-02 -7.78198242e-03 ... -6.10351562e-05
 -3.57055664e-03 -2.44140625e-04]"
451,48000.0,17.0,"[-0.00891113 -0.00497437 -0.01339722 ... -0.00683594 -0.00744629
 -0.01229858]"
452,48000.0,12.0,"[ 0.00646973 -0.00292969  0.00466919 ...  0.00692749  0.00369263
  0.00537109]"
453,48000.0,11.0,"[ 1.22070312e-04 -7.62939453e-04 -3.81469727e-03 ... -3.44848633e-03
 -4.85229492e-03  3.05175781e-05]"
454,48000.0,3.0,"[ 0.00848389  0.01080322  0.00061035 ...  0.00579834 -0.00552368
  0.00305176]"
455,48000.0,8.0,[0.01156616 0.01263428 0.02093506 ... 0.01690674 0.01882935 0.02008057]
456,48000.0,23.0,"[ 1.64794922e-03  2.62451172e-03  3.14331055e-03 ... -4.15039062e-03
 -3.05175781e-05 -4.63867188e-03]"
457,48000.0,17.0,"[-0.00054932  0.00100708  0.0022583  ... -0.00698853 -0.00131226
  0.00140381]"
458,48000.0,17.0,"[-0.01144409  0.00222778  0.00170898 ...  0.00335693 -0.00021362
  0.00189209]"
459,48000.0,17.0,"[ 2.13623047e-03 -6.13403320e-03 -4.91333008e-03 ...  3.57055664e-03
  6.22558594e-03  6.10351562e-05]"
460,48000.0,0.0,"[-0.02297974 -0.02798462 -0.02566528 ...  0.03973389 -0.00411987
 -0.03591919]"
461,48000.0,15.0,"[ 0.00335693  0.00241089  0.00482178 ... -0.00030518 -0.00570679
 -0.00695801]"
462,48000.0,18.0,"[-0.01766968 -0.01950073 -0.01983643 ...  0.0168457   0.02972412
  0.03320312]"
463,48000.0,12.0,"[-0.01132202 -0.00592041 -0.00192261 ... -0.0100708  -0.01071167
 -0.0128479 ]"
464,48000.0,9.0,"[-0.00064087 -0.00167847 -0.0005188  ...  0.00085449 -0.00057983
  0.0005188 ]"
465,48000.0,8.0,"[-0.03482056  0.00869751  0.04129028 ...  0.03521729 -0.0071106
 -0.04534912]"
466,48000.0,9.0,"[ 0.00305176 -0.00180054 -0.00036621 ... -0.00372314 -0.00088501
  0.00231934]"
467,48000.0,7.0,"[ 0.00286865  0.00320435 -0.00250244 ...  0.00189209  0.00344849
 -0.0090332 ]"
468,48000.0,15.0,"[ 0.00491333  0.00042725  0.00094604 ... -0.02313232 -0.0144043
  0.01541138]"
469,48000.0,19.0,"[ 0.00198364 -0.00048828  0.0015564  ... -0.02053833 -0.02883911
 -0.02526855]"
470,48000.0,16.0,"[ 0.01074219 -0.00109863 -0.00112915 ...  0.01425171  0.00299072
  0.00897217]"
