,recording_id,waveform
501,419c8ebfa,"[ 0.00717163  0.02270508 -0.0045166  ... -0.02029419 -0.02053833
 -0.03482056]"
502,41b9efd30,[0.00061035 0.00918579 0.00305176 ... 0.00900269 0.00793457 0.00280762]
503,41f6da863,"[ 0.0039978   0.00024414 -0.00491333 ... -0.00204468 -0.00305176
  0.00088501]"
504,422d116ec,"[-0.00100708 -0.00323486  0.00119019 ...  0.00408936  0.00036621
  0.00201416]"
505,423b07fc7,"[-0.00653076 -0.00134277  0.01235962 ... -0.03948975 -0.03414917
 -0.02316284]"
506,424f23229,"[-0.00775146  0.02557373 -0.01391602 ... -0.0055542   0.01196289
 -0.00650024]"
507,426e6b200,"[-0.00799561 -0.00640869 -0.01184082 ...  0.00247192 -0.0055542
 -0.00967407]"
508,42788ca70,"[ 0.00064087  0.00317383  0.00466919 ... -0.00311279  0.00018311
  0.00216675]"
509,428b2868b,"[ 0.03482056  0.06307983  0.00921631 ...  0.0071106   0.00540161
 -0.00140381]"
510,42959f4b0,"[ 0.00106812  0.00668335  0.01281738 ... -0.02252197 -0.0206604
 -0.01470947]"
511,429818de1,"[ 0.00061035 -0.00219727 -0.00170898 ...  0.00082397 -0.00387573
 -0.00149536]"
512,42997fe35,"[-0.05117798 -0.06781006 -0.07165527 ...  0.00765991  0.00790405
  0.03372192]"
513,42a1872b5,"[ 0.00476074  0.00549316  0.0050354  ... -0.00125122  0.00540161
  0.00338745]"
514,42c309ad6,"[-0.00018311  0.00683594  0.00732422 ... -0.00460815 -0.00253296
 -0.00112915]"
515,42d145a7c,"[-0.24465942 -0.23986816 -0.22149658 ...  0.03735352  0.03561401
  0.02365112]"
516,42fc1746e,"[-0.01046753 -0.01074219 -0.01712036 ...  0.009552    0.00524902
  0.00778198]"
517,4350e1e1a,"[-0.00085449 -0.00442505 -0.00195312 ...  0.00454712  0.00527954
  0.0010376 ]"
518,4370a00a3,"[-0.00418091  0.00021362 -0.00128174 ... -0.00271606  0.00317383
  0.00115967]"
519,437ce0f6c,"[ 0.00177002 -0.00222778  0.00186157 ...  0.00613403  0.00628662
  0.00201416]"
520,4396bcf4b,"[ 0.00119019 -0.00152588  0.00137329 ...  0.02618408  0.02658081
  0.03057861]"
521,43a6746f3,"[-0.00964355 -0.01025391 -0.00598145 ...  0.00134277  0.01046753
  0.01217651]"
522,43c27fde5,"[-0.01748657  0.01739502  0.01235962 ... -0.00976562 -0.00970459
 -0.00653076]"
523,43f2a4343,"[ 0.00360107 -0.00128174  0.00350952 ...  0.00079346  0.00167847
 -0.00314331]"
524,44594169f,"[ 0.01443481  0.03546143  0.03961182 ... -0.00946045 -0.01330566
 -0.00827026]"
525,446ffa381,[0.0022583  0.003479   0.00149536 ... 0.01367188 0.0116272  0.00491333]
526,44826e880,[0.00964355 0.0090332  0.00692749 ... 0.00842285 0.01034546 0.00927734]
527,449490cb5,"[-0.06893921 -0.05368042 -0.02758789 ... -0.01315308 -0.01989746
 -0.02130127]"
528,449612fa1,[0.00372314 0.00579834 0.00460815 ... 0.00579834 0.00436401 0.00372314]
529,44b5cbd50,"[3.05175781e-05 1.89208984e-03 3.75366211e-03 ... 6.31713867e-03
 4.60815430e-03 1.19628906e-02]"
530,44faab195,"[-0.00466919  0.00372314  0.0005188  ... -0.00134277 -0.00015259
 -0.00216675]"
531,45035fceb,"[-0.00054932  0.00427246  0.00033569 ...  0.00531006  0.00476074
 -0.00320435]"
532,45879ff68,"[ 0.00091553  0.0027771   0.00115967 ... -0.003479   -0.0067749
 -0.00378418]"
533,45a3f2528,"[-0.06243896 -0.06613159 -0.06787109 ... -0.00332642 -0.00216675
  0.0015564 ]"
534,45d52d166,[0.03762817 0.03265381 0.03387451 ... 0.08508301 0.09204102 0.09338379]
535,45e17759f,"[ 0.00393677  0.00598145 -0.00476074 ... -0.00793457 -0.00952148
 -0.0151062 ]"
536,45ed62fd0,"[-0.02133179  0.01553345  0.0267334  ...  0.00811768 -0.02069092
 -0.0010376 ]"
537,4617e268b,"[-0.00515747 -0.06060791 -0.03924561 ...  0.01889038 -0.0642395
 -0.00195312]"
538,4622e761d,"[-0.00878906  0.01043701  0.00366211 ...  0.00436401 -0.00067139
  0.00210571]"
539,46387adc8,"[-0.00289917 -0.0067749  -0.00820923 ... -0.00189209 -0.00305176
  0.00012207]"
540,464790631,"[-0.01071167  0.00305176  0.01400757 ... -0.03643799 -0.01748657
  0.00091553]"
541,46568db5b,[0.00408936 0.00494385 0.00622559 ... 0.0005188  0.00125122 0.00195312]
542,465af2eae,"[-0.00738525 -0.00241089 -0.00793457 ... -0.00195312 -0.00259399
 -0.00637817]"
543,465f1aa89,"[-0.0071106   0.00372314  0.01455688 ... -0.01956177 -0.01461792
 -0.0027771 ]"
544,46c30cdc6,[0.00238037 0.00180054 0.00253296 ... 0.00274658 0.00531006 0.00296021]
545,46c79837c,"[ 0.006073   -0.00756836 -0.01544189 ...  0.02407837  0.01992798
  0.01434326]"
546,472ed54cf,"[ 0.00137329  0.00878906  0.00799561 ...  0.01159668  0.00164795
 -0.00180054]"
547,4756c6ca9,"[ 0.00564575  0.00961304  0.00567627 ... -0.04769897 -0.04351807
 -0.02313232]"
548,475f0d0b2,"[-0.00549316 -0.01242065  0.00653076 ...  0.00137329 -0.00674438
 -0.01248169]"
549,47b44e368,"[-0.00527954 -0.00241089 -0.00149536 ... -0.03237915 -0.03048706
 -0.02920532]"
550,47b84e8d7,"[-0.0038147  -0.00408936  0.00430298 ... -0.00283813 -0.00628662
  0.00146484]"
551,47bfff5de,[0.06936646 0.05197144 0.01846313 ... 0.02294922 0.0211792  0.01867676]
552,47d3c2851,[0.00387573 0.00375366 0.00534058 ... 0.01519775 0.01885986 0.0105896 ]
553,47e931bf1,"[ 0.00552368 -0.00335693 -0.00033569 ...  0.0072937   0.0015564
  0.00579834]"
554,47f301ecc,"[ 0.00332642  0.01065063  0.00518799 ...  0.00567627 -0.00027466
  0.00164795]"
555,47f5519af,"[ 0.00515747  0.00909424  0.00772095 ... -0.01342773 -0.00585938
  0.0100708 ]"
556,47fff70ec,"[ 0.00283813  0.01580811  0.00802612 ...  0.02102661  0.01248169
 -0.01446533]"
557,48285e818,"[-0.00039673  0.00338745 -0.00097656 ...  0.0027771   0.00360107
 -0.00106812]"
558,483cd95f6,[0.01263428 0.01647949 0.01461792 ... 0.0007019  0.00247192 0.00323486]
559,487fe1a0a,"[ 0.0413208   0.0350647   0.02975464 ... -0.0045166  -0.0005188
  0.0012207 ]"
560,488ce42a4,"[ 0.00241089 -0.01019287 -0.01351929 ...  0.00469971 -0.00112915
  0.00387573]"
561,48a94a63f,"[-0.00695801 -0.00567627 -0.00787354 ...  0.00064087  0.00170898
  0.00143433]"
562,48b151826,"[ 1.14746094e-02  1.67236328e-02  1.19323730e-02 ... -2.38037109e-03
 -3.05175781e-05 -3.93676758e-03]"
563,48cd2fc52,"[ 0.00195312  0.00509644  0.00457764 ... -0.00378418  0.00332642
 -0.00418091]"
564,48d668602,"[ 0.00152588  0.01309204 -0.02148438 ... -0.02331543 -0.07659912
 -0.07034302]"
565,490e4119a,"[ 1.12915039e-03  8.42285156e-03  6.19506836e-03 ... -3.05175781e-05
 -6.83593750e-03 -4.27246094e-04]"
566,4913a3448,[0.01089478 0.00942993 0.01727295 ... 0.01123047 0.00671387 0.00320435]
567,492b3dc52,"[-0.00811768  0.00109863  0.00015259 ... -0.00634766 -0.01538086
 -0.02084351]"
568,4938071c3,"[-0.00933838 -0.00622559 -0.01226807 ...  0.00018311 -0.00439453
 -0.00482178]"
569,496f64ad5,"[ 0.00405884 -0.00390625  0.00161743 ...  0.00421143  0.00485229
  0.00415039]"
570,499aac6a0,"[ 0.04879761  0.04910278  0.04354858 ... -0.00299072 -0.0045166
 -0.00332642]"
571,49ad4da37,"[ 0.00274658  0.00320435 -0.00497437 ...  0.0005188  -0.00964355
 -0.01196289]"
572,49c9308c6,"[ 4.63867188e-03  7.47680664e-03 -1.43432617e-03 ... -2.77709961e-03
  5.06591797e-03 -9.15527344e-05]"
573,49e9404e8,[0.03256226 0.00619507 0.03225708 ... 0.16122437 0.21722412 0.17010498]
574,4a037fc29,[0.00732422 0.00848389 0.01263428 ... 0.00921631 0.0093689  0.00811768]
575,4a0e4eda5,"[ 0.0065918   0.00653076  0.01361084 ... -0.01928711  0.00250244
 -0.00521851]"
576,4a114a045,[0.00158691 0.01373291 0.00531006 ... 0.01242065 0.01071167 0.0211792 ]
577,4a11d338b,"[ 0.00531006  0.00024414  0.00201416 ... -0.00048828 -0.00189209
 -0.00039673]"
578,4a1d4e88e,"[-0.00149536 -0.0038147   0.00323486 ...  0.00427246 -0.00543213
 -0.0050354 ]"
579,4a3915b12,"[-0.01602173  0.02941895 -0.00436401 ...  0.04922485  0.11920166
  0.17156982]"
580,4a5bb080e,"[ 0.00372314  0.00683594  0.00454712 ... -0.00305176  0.00012207
 -0.00082397]"
581,4a8be14c7,"[-0.00085449  0.0027771   0.0022583  ...  0.00741577  0.00357056
  0.0012207 ]"
582,4aa325fed,"[ 0.02780151  0.04690552  0.03909302 ... -0.00341797  0.01342773
  0.01638794]"
583,4aa5b1f82,[0.01361084 0.00802612 0.01013184 ... 0.00357056 0.00613403 0.00021362]
584,4ada8655d,"[ 0.00146484  0.00637817 -0.00363159 ... -0.00418091  0.00088501
  0.00021362]"
585,4b09fdb25,"[-0.00762939 -0.00527954  0.00396729 ...  0.11505127  0.26550293
  0.23562622]"
586,4b3082d1b,"[-3.72314453e-03 -6.19506836e-03  3.05175781e-05 ... -7.01904297e-04
  2.19726562e-03  1.06506348e-02]"
587,4b414fd6c,"[ 0.04336548  0.04421997  0.04837036 ... -0.04086304 -0.04281616
 -0.04626465]"
588,4b468fc98,"[-0.00564575 -0.00091553 -0.00411987 ...  0.00244141  0.00143433
  0.00402832]"
589,4b502b199,"[-0.006073   -0.00643921 -0.00564575 ...  0.00695801  0.00878906
  0.0083313 ]"
590,4b7939a9b,"[ 0.02212524 -0.0378418   0.01998901 ...  0.0083313  -0.0435791
  0.05422974]"
591,4b99e28b2,"[-0.01748657 -0.01531982 -0.01699829 ... -0.0057373  -0.00466919
 -0.00256348]"
592,4bf4d09ae,"[-0.00692749 -0.00662231 -0.00558472 ...  0.00518799  0.00549316
  0.00448608]"
593,4c3426dcc,"[ 0.00323486  0.00445557 -0.00079346 ...  0.00878906  0.01647949
  0.01608276]"
594,4c5edb35f,"[-0.00479126 -0.00241089 -0.00466919 ... -0.00286865 -0.00067139
 -0.00234985]"
595,4c7fa442c,"[ 0.0022583   0.0050354   0.00390625 ...  0.0012207  -0.00393677
 -0.00128174]"
596,4c875b787,"[ 0.00253296 -0.00283813 -0.00137329 ...  0.00143433  0.00024414
  0.0032959 ]"
597,4c980657a,"[-0.00183105 -0.0007019   0.00268555 ...  0.00256348  0.00021362
  0.00195312]"
598,4cad242d2,"[-0.00076294 -0.00177002 -0.0017395  ...  0.00268555 -0.00271606
  0.00149536]"
599,4cb83a45f,"[ 0.00839233 -0.00167847  0.00610352 ...  0.01184082 -0.00262451
 -0.00332642]"
600,4cbd62be3,"[ 0.00012207 -0.00192261  0.00219727 ...  0.00585938 -0.02206421
 -0.0227356 ]"
601,4cf4dc8e3,"[ 0.0144043   0.02197266  0.02114868 ... -0.02438354 -0.01248169
 -0.01327515]"
602,4d146bc95,"[ 5.49316406e-04  4.24194336e-03  2.50244141e-03 ... -9.46044922e-04
 -6.10351562e-05 -1.61743164e-03]"
603,4d1b0db48,"[ 0.00170898 -0.01043701  0.0090332  ... -0.00402832 -0.00372314
  0.00415039]"
604,4d2d010a6,"[ 0.00909424  0.0100708  -0.00018311 ...  0.00119019  0.00640869
 -0.00531006]"
605,4d5bbcbfd,[0.01119995 0.02365112 0.0105896  ... 0.00439453 0.00448608 0.00640869]
606,4d80f1b11,"[ 0.14245605  0.20379639  0.27935791 ... -0.12301636 -0.05133057
  0.01272583]"
607,4d8a025e4,"[ 0.00686646  0.00827026  0.0093689  ... -0.00363159 -0.01428223
 -0.00167847]"
608,4d8b8e447,"[-0.0163269   0.00567627 -0.00732422 ... -0.00299072 -0.01828003
 -0.02331543]"
609,4dab7201c,"[ 0.01379395  0.00268555 -0.01260376 ... -0.00405884 -0.00244141
 -0.00305176]"
610,4dba0df2a,"[ 0.00393677 -0.00112915  0.00344849 ...  0.0007019  -0.00158691
 -0.00292969]"
611,4dc072cc0,"[-0.07421875 -0.05569458 -0.03482056 ...  0.40075684  0.41430664
  0.24639893]"
612,4dcf0be4a,"[-0.00158691 -0.00170898 -0.00216675 ... -0.00524902 -0.0022583
 -0.00299072]"
613,4dcfcf9c1,"[ 0.00653076  0.00408936  0.01004028 ... -0.00048828  0.00143433
  0.00238037]"
614,4de2b6553,"[ 0.04730225  0.02844238  0.00326538 ... -0.02947998 -0.02871704
 -0.02337646]"
615,4de9319a3,"[-0.00354004  0.00112915  0.00109863 ... -0.02047729 -0.01516724
 -0.019104  ]"
616,4e025b553,"[-0.00198364  0.00592041  0.00802612 ...  0.00323486  0.00424194
 -0.00079346]"
617,4e0cc2172,"[ 1.65100098e-02  1.55029297e-02 -1.61743164e-03 ...  1.86157227e-03
 -6.10351562e-05 -7.90405273e-03]"
618,4e68c47b0,"[-0.00561523 -0.00039673  0.01092529 ... -0.00384521 -0.00204468
 -0.01220703]"
619,4e6d1a9ed,"[-0.00421143 -0.00643921 -0.01052856 ... -0.00048828  0.00033569
 -0.00708008]"
620,4e82fe1fe,"[-0.00762939 -0.0118103  -0.01596069 ... -0.04763794 -0.04376221
 -0.03598022]"
621,4ea911070,"[-0.00314331  0.00018311 -0.00146484 ... -0.00158691  0.00265503
 -0.00280762]"
622,4eecb971e,"[-0.01321411 -0.01873779 -0.01599121 ...  0.01159668  0.00445557
  0.01034546]"
623,4f06a9e71,"[ 0.01092529  0.01113892  0.00701904 ... -0.00894165 -0.00915527
 -0.00860596]"
624,4f22b87c5,"[ 0.00985718 -0.01504517  0.02532959 ...  0.00430298  0.00238037
  0.00167847]"
625,4f4b5de86,"[ 0.0007019   0.00604248  0.00509644 ...  0.00195312  0.00042725
 -0.00546265]"
626,4f6ee7ced,"[-6.53076172e-03 -3.05175781e-05  7.62939453e-04 ... -6.01196289e-03
 -5.34057617e-03 -9.00268555e-03]"
627,4f8e76174,"[-0.01721191  0.00079346  0.00592041 ...  0.01019287  0.01589966
  0.0241394 ]"
628,4fb5da14d,"[-0.01309204 -0.01620483 -0.01879883 ... -0.01516724 -0.01611328
 -0.01779175]"
629,4fdc94a87,"[ 1.89208984e-03 -8.54492188e-04 -1.31225586e-03 ... -4.21142578e-03
  3.05175781e-05 -2.22778320e-03]"
630,4ff5c37b7,"[-0.00283813 -0.00961304 -0.00292969 ... -0.00390625  0.00213623
 -0.00585938]"
631,4ffefd1aa,"[ 0.01467896 -0.00164795  0.00216675 ... -0.00054932 -0.00436401
  0.00335693]"
632,5012f0b4f,[0.00708008 0.0078125  0.01040649 ... 0.00238037 0.00613403 0.00396729]
633,501e91887,"[ 0.00466919  0.00427246  0.01467896 ... -0.00790405 -0.00924683
 -0.00918579]"
634,503683ee6,"[ 0.00466919  0.00823975  0.00079346 ... -0.00509644  0.00439453
  0.00588989]"
635,50b6ac32f,"[-0.01034546  0.00460815  0.01544189 ... -0.00900269 -0.00350952
  0.00170898]"
636,50c1bca03,"[-0.00570679  0.00463867  0.00527954 ... -0.00241089 -0.00036621
  0.00546265]"
637,50fc0af68,"[-0.01080322 -0.02029419 -0.02893066 ... -0.00143433 -0.00106812
 -0.00769043]"
638,512dc3932,"[-0.01184082 -0.00186157  0.00527954 ... -0.00784302 -0.01669312
 -0.01553345]"
639,5130a7a44,"[ 0.00268555  0.00674438  0.0032959  ... -0.00146484 -0.00167847
 -0.00234985]"
640,518867197,"[-0.00253296 -0.0043335  -0.00186157 ... -0.00518799 -0.00991821
 -0.01004028]"
641,51a33a543,"[ 0.01248169  0.01330566  0.0145874  ... -0.00402832  0.01425171
  0.01544189]"
642,51b186f15,"[ 0.01715088 -0.00183105  0.00802612 ... -0.01507568  0.03231812
 -0.01342773]"
643,51c33f465,"[-0.00421143 -0.006073   -0.00622559 ... -0.00769043 -0.00445557
 -0.0043335 ]"
644,51cd29975,"[-0.05325317 -0.03466797 -0.04901123 ... -0.04302979 -0.00463867
 -0.00723267]"
645,5220e985d,"[ 0.00299072 -0.01733398  0.00744629 ... -0.00408936 -0.01556396
 -0.00411987]"
646,522979dc6,"[ 0.00238037  0.0022583  -0.00256348 ...  0.00762939  0.00262451
  0.00604248]"
647,523a0d164,"[-0.00140381 -0.0128479   0.00280762 ...  0.         -0.00067139
  0.00247192]"
648,523c96546,"[-3.44848633e-03 -7.04956055e-03 -4.57763672e-04 ... -2.44140625e-04
  5.79833984e-04 -9.15527344e-05]"
649,52465595f,"[ 0.00436401  0.00366211  0.00839233 ... -0.00439453 -0.00112915
 -0.00299072]"
650,525c73390,"[ 0.00326538 -0.02832031 -0.03164673 ... -0.00720215 -0.01275635
 -0.01547241]"
651,527ac9db6,"[-0.02572632 -0.00924683 -0.01712036 ...  0.12792969  0.15341187
  0.13995361]"
652,5287a7fd8,[0.00177002 0.00485229 0.00283813 ... 0.00469971 0.00289917 0.00265503]
653,5289c9926,"[ 0.00189209 -0.00570679  0.00256348 ... -0.03082275 -0.02026367
 -0.02471924]"
654,52c1e5fae,"[ 0.01290894 -0.00512695  0.0027771  ... -0.01000977  0.00784302
 -0.01055908]"
655,52c76de7b,"[ 0.02813721  0.01651001  0.01028442 ...  0.02331543  0.00320435
 -0.00942993]"
656,52cb0db2d,"[-0.0050354  -0.01263428 -0.00531006 ...  0.01034546  0.00930786
  0.01547241]"
657,52d7b5192,"[ 0.01062012  0.00402832  0.00341797 ... -0.01803589 -0.01019287
 -0.00354004]"
658,53222dab1,"[-1.49536133e-03 -3.05175781e-03 -3.05175781e-05 ... -3.05175781e-03
  6.71386719e-04  1.15966797e-03]"
659,53286585d,"[ 0.00854492  0.00750732  0.01116943 ... -0.0411377  -0.03323364
 -0.02810669]"
660,536c394c8,"[-0.01361084 -0.00875854  0.00772095 ...  0.08331299  0.07006836
  0.05383301]"
661,537c891bb,"[-0.01507568 -0.01681519 -0.01867676 ... -0.01226807 -0.01132202
 -0.00967407]"
662,53a7ac024,"[-0.00262451 -0.00317383 -0.00305176 ... -0.02636719 -0.02194214
 -0.02316284]"
663,53b10ab00,[0.00408936 0.00814819 0.0022583  ... 0.00567627 0.00210571 0.00402832]
664,53bce4c90,"[-0.01281738 -0.00747681 -0.00515747 ... -0.00518799 -0.0050354
 -0.00054932]"
665,53c6c4d07,"[-0.01535034 -0.02813721 -0.00762939 ... -0.00341797 -0.00439453
 -0.00405884]"
666,53cc5b732,"[ 0.00350952  0.00073242  0.00143433 ... -0.00109863  0.
  0.00024414]"
667,53db66bd9,"[-0.03695679 -0.00268555  0.02139282 ...  0.00469971 -0.0274353
  0.01208496]"
668,53dcaca05,"[-0.00631714  0.0045166  -0.02490234 ... -0.05496216 -0.04174805
  0.03665161]"
669,5458c8c5a,"[-0.00088501 -0.00039673  0.00112915 ...  0.00299072 -0.00219727
 -0.00424194]"
670,546792327,"[ 0.0506897   0.00823975 -0.01861572 ... -0.01092529 -0.00738525
 -0.00427246]"
671,547d74e15,"[ 0.00076294 -0.00149536 -0.00082397 ... -0.00335693 -0.00054932
 -0.00274658]"
672,54a3a78f9,"[-0.16387939 -0.18869019 -0.19519043 ...  0.03057861  0.02038574
 -0.01300049]"
673,54d69f9fa,"[-0.00024414  0.00189209  0.00549316 ... -0.0090332  -0.0038147
 -0.00219727]"
674,550e1cc2e,"[-0.00793457  0.00341797  0.00082397 ...  0.00717163  0.00350952
  0.01416016]"
675,552347642,"[-0.00384521 -0.00247192 -0.00061035 ...  0.00180054  0.00036621
 -0.00582886]"
676,552e8f43d,"[2.10571289e-03 2.34985352e-03 4.30297852e-03 ... 6.10351562e-05
 1.64794922e-03 1.28173828e-03]"
677,555639db5,[0.01724243 0.02526855 0.02206421 ... 0.02087402 0.03314209 0.04138184]
678,555a86dc5,"[ 0.00878906  0.01974487  0.02166748 ... -0.02154541 -0.02313232
 -0.02218628]"
679,556f84e4f,"[-0.00152588 -0.00216675  0.00531006 ...  0.00460815  0.00476074
  0.00192261]"
680,5580640cb,"[ 0.01080322  0.00909424  0.00671387 ...  0.00787354  0.00183105
 -0.00799561]"
681,5591ecb66,"[ 1.04370117e-02  1.69067383e-02 -6.10351562e-05 ... -7.69042969e-03
 -4.30297852e-03  1.09252930e-02]"
682,55bea634a,"[ 0.00592041  0.00091553 -0.00500488 ...  0.03329468  0.03216553
  0.01818848]"
683,55dcd4be6,"[-0.00674438  0.00180054  0.0100708  ...  0.01980591  0.02664185
  0.03024292]"
684,55f604262,"[ 0.02880859  0.01174927  0.00228882 ... -0.05218506 -0.07565308
 -0.05334473]"
685,5637b6fcf,"[-0.0072937  -0.01797485 -0.01641846 ...  0.00054932  0.00424194
  0.00720215]"
686,56620c608,"[ 0.01620483  0.0085144   0.00918579 ... -0.00042725 -0.00036621
  0.00247192]"
687,566d557e1,"[ 0.02111816  0.00692749 -0.00473022 ... -0.00143433  0.00161743
 -0.00024414]"
688,56a9f50bf,"[ 0.00271606  0.00097656 -0.00378418 ... -0.00292969  0.0020752
 -0.00369263]"
689,56b304785,"[-3.05175781e-05  5.64575195e-03  5.79833984e-04 ...  3.93676758e-03
  1.83105469e-04  5.34057617e-03]"
690,56be676c0,"[-0.02087402 -0.01733398 -0.01577759 ...  0.0112915   0.00946045
  0.01135254]"
691,56c5c8d15,[0.18127441 0.12683105 0.06472778 ... 0.00390625 0.01596069 0.0244751 ]
692,56ebd0c55,"[-0.00411987 -0.00112915 -0.00018311 ... -0.0005188  -0.00039673
  0.00302124]"
693,56f48bdfe,"[ 0.00906372  0.00027466  0.00320435 ... -0.00592041 -0.0045166
 -0.00653076]"
694,57026e7c7,"[-0.22570801 -0.16934204 -0.09890747 ...  0.23855591  0.2059021
  0.15957642]"
695,570d295d0,"[ 0.00192261  0.00091553  0.00015259 ... -0.00030518 -0.00204468
  0.00271606]"
696,576d8e216,"[ 0.01223755  0.0145874   0.00888062 ... -0.00360107 -0.01480103
 -0.01898193]"
697,57a1833a5,[0.0007019  0.0032959  0.00628662 ... 0.00350952 0.00442505 0.00128174]
698,57cd5203d,"[ 0.00527954  0.00210571  0.00335693 ... -0.00408936  0.00213623
  0.00177002]"
699,57d1671d3,"[ 2.89916992e-03  8.66699219e-03  3.41796875e-03 ...  3.05175781e-05
 -1.19018555e-03 -4.48608398e-03]"
700,57d7be1e6,"[ 0.02560425  0.02154541  0.02435303 ... -0.00628662 -0.01403809
 -0.0272522 ]"
701,57ffa5e5c,"[ 0.00125122 -0.00805664 -0.01092529 ... -0.00131226  0.00018311
  0.00320435]"
702,583ac23c6,[0.00509644 0.00231934 0.00045776 ... 0.00042725 0.00350952 0.00283813]
703,584defab2,"[-0.00402832  0.01809692  0.02770996 ...  0.02157593  0.0105896
  0.02261353]"
704,58548995b,"[ 0.01187134  0.01669312  0.03289795 ... -0.00476074 -0.0083313
 -0.00436401]"
705,58863f444,"[ 0.00299072  0.00180054  0.00466919 ... -0.00289917 -0.00402832
 -0.00286865]"
706,58ebd234e,"[-0.00192261 -0.00271606  0.00143433 ... -0.0027771  -0.00665283
 -0.009552  ]"
707,58faa6acd,"[-0.00997925 -0.01065063 -0.00552368 ... -0.01144409 -0.01583862
 -0.01467896]"
708,5908d5a81,[0.04986572 0.02334595 0.05856323 ... 0.2272644  0.18734741 0.23083496]
709,5915e81d5,"[-0.00378418  0.00634766 -0.0090332  ...  0.00164795 -0.00946045
 -0.00610352]"
710,59368abb4,[0.01000977 0.01361084 0.01248169 ... 0.01211548 0.01132202 0.01522827]
711,59651c445,"[-0.01455688 -0.01544189 -0.01394653 ...  0.00039673 -0.00198364
  0.00521851]"
712,59ab67cf9,"[ 0.00073242  0.00650024  0.00314331 ... -0.00152588 -0.00384521
 -0.00192261]"
713,59b1bca75,"[ 0.00296021  0.00250244  0.00265503 ... -0.00231934 -0.00137329
  0.00024414]"
714,59e554dc2,"[ 0.00335693 -0.00204468  0.00894165 ... -0.00671387 -0.00482178
 -0.00128174]"
715,59f4a3de9,"[ 3.05175781e-03  1.45263672e-02  1.98364258e-02 ... -1.22070312e-02
  3.05175781e-05 -3.47900391e-03]"
716,5a1df14a5,"[ 0.00350952 -0.01013184 -0.0166626  ...  0.03713989 -0.0105896
  0.01867676]"
717,5a2ae4429,"[1.16882324e-02 8.05664062e-03 1.22070312e-04 ... 9.15527344e-05
 4.91333008e-03 3.90625000e-03]"
718,5a65a1e4e,[0.00442505 0.00665283 0.00775146 ... 0.00469971 0.00180054 0.00390625]
719,5a6cb35f0,"[-0.0032959  -0.00238037  0.00088501 ...  0.00057983  0.00137329
 -0.00064087]"
720,5a7bcbb6b,"[-0.00726318 -0.01403809 -0.00906372 ...  0.0149231   0.01599121
  0.01730347]"
721,5aad095af,"[-0.03378296 -0.02227783 -0.0168457  ... -0.0105896  -0.01086426
 -0.01098633]"
722,5ab6034bd,"[-0.00091553  0.00341797  0.00149536 ... -0.00213623  0.0005188
 -0.00180054]"
723,5af2fe631,"[-0.01513672 -0.01168823 -0.00839233 ...  0.04180908  0.02798462
  0.027771  ]"
724,5af9b18bc,"[ 3.44848633e-03 -6.10351562e-04 -1.92260742e-03 ... -3.05175781e-05
 -8.36181641e-03  2.62451172e-03]"
725,5afa3f7e3,"[ 0.00674438 -0.00430298  0.02285767 ... -0.00195312 -0.00485229
 -0.00537109]"
726,5b07c8425,"[-0.01092529 -0.00137329 -0.00274658 ...  0.00039673  0.00061035
  0.0012207 ]"
727,5b8c00fa3,[0.03897095 0.02124023 0.00628662 ... 0.02026367 0.01620483 0.02835083]
728,5b8e98c73,[0.00491333 0.00762939 0.00650024 ... 0.02178955 0.01541138 0.02062988]
729,5b9ea14dc,"[-0.01370239 -0.00244141  0.00656128 ...  0.05221558  0.09234619
  0.11907959]"
730,5bae4e21a,"[ 0.00238037 -0.00430298  0.01617432 ...  0.00796509  0.01559448
  0.01300049]"
731,5be5fe0a5,"[ 0.00036621 -0.00180054  0.00299072 ...  0.0012207  -0.00534058
  0.00073242]"
732,5befcfc23,"[ 0.00946045 -0.003479   -0.00726318 ...  0.01513672  0.01077271
  0.01147461]"
733,5c018d488,"[ 0.01654053  0.00527954 -0.00891113 ... -0.02874756 -0.03146362
 -0.02529907]"
734,5c78f82ce,[0.01190186 0.01123047 0.00610352 ... 0.00323486 0.00289917 0.00201416]
735,5c933a278,"[ 0.09970093  0.08996582  0.05325317 ...  0.08013916  0.03131104
 -0.00396729]"
736,5c98718cc,"[-0.0111084  -0.00769043 -0.00271606 ... -0.10302734 -0.04907227
 -0.01803589]"
737,5ca2693b8,"[-0.00106812  0.01190186  0.01660156 ...  0.05062866  0.04205322
  0.02206421]"
738,5ca741848,"[-0.00305176 -0.00482178 -0.00180054 ... -0.00030518 -0.00085449
 -0.0007019 ]"
739,5cc969370,[0.00952148 0.0151062  0.01202393 ... 0.02392578 0.02124023 0.01812744]
740,5cd59433a,"[ 0.00186157  0.00588989  0.00350952 ... -0.00439453 -0.01211548
 -0.01190186]"
741,5cdf192d0,"[ 2.89916992e-03 -3.05175781e-05  2.28881836e-03 ...  8.85009766e-03
  7.32421875e-03  5.98144531e-03]"
742,5d16c8d12,"[-0.04171753 -0.02075195 -0.00701904 ...  0.03601074  0.04016113
  0.03390503]"
743,5d1f50065,[0.00579834 0.00180054 0.00567627 ... 0.01123047 0.00305176 0.00357056]
744,5d49c740c,"[ 0.006073    0.00079346 -0.00228882 ...  0.0045166   0.00149536
 -0.00665283]"
